,IATA,Latitude,Longitude
1705,PUJ,18.567399978599997,-68.36340332030001
1706,POP,19.75790023803711,-70.56999969482422
1707,SDQ,18.42970085144,-69.668899536133
1708,\N,18.503700256347656,-69.76170349121094
1709,STI,19.406099319458008,-70.60469818115234
1710,\N,15.47350025177002,-88.83719635009766
1711,CBV,15.468999862670898,-90.40670013427734
1712,GUA,14.58329963684082,-90.52749633789062
1713,\N,14.520999908447266,-91.69730377197266
1714,\N,13.9362001419,-90.8358001709
1715,LCE,15.7425,-86.852997
1716,SAP,15.45259952545166,-87.92359924316406
1717,GJA,16.4454,-85.906601
1718,RTB,16.316799,-86.523003
1719,TEA,15.7759,-87.4758
1720,TGU,14.06089973449707,-87.21720123291016
1721,\N,15.9268,-85.938202
1722,OCJ,18.404199600219727,-76.96900177001953
1723,KIN,17.935699462890625,-76.7874984741211
1724,MBJ,18.503700256347656,-77.91339874267578
1725,POT,18.1987991333,-76.53450012210001
1726,KTP,17.98859977722168,-76.82379913330078
1727,ACA,16.757099151611328,-99.75399780273438
1728,NTR,25.8656005859375,-100.23699951171876
1729,AGU,21.705601,-102.318001
1730,HUX,15.77530002593994,-96.26260375976562
1731,CVJ,18.834800720214844,-99.26129913330078
1732,\N,29.33289909362793,-101.0989990234375
1733,CME,18.65369987487793,-91.79900360107422
1734,\N,30.39739990234375,-107.875
1735,\N,17.573798999999998,-99.514297
1736,CUL,24.764499664299997,-107.474998474
1737,CTM,18.50469970703125,-88.32679748535156
1738,CEN,27.39259910583496,-109.83300018310548
1739,CPE,19.816799163800003,-90.50029754639999
1740,CJS,31.63610076904297,-106.4290008544922
1741,CUU,28.702899932900003,-105.96499633799999
1742,CVM,23.7033004761,-98.9564971924
1743,CZM,20.52239990234375,-86.92559814453125
1744,DGO,24.1242008209,-104.52799987799999
1745,TPQ,21.41950035095215,-104.84300231933594
1746,ESE,31.795299530029297,-116.60299682617188
1747,GDL,20.521799087524414,-103.31099700927734
1748,GYM,27.9689998626709,-110.9250030517578
1749,TCN,18.49720001220703,-97.4198989868164
1750,HMO,29.095899581900007,-111.047996521
1751,CLQ,19.2770004272,-103.577003479
1752,ISJ,21.2450008392334,-86.73999786376953
1753,SLW,25.54949951171875,-100.9290008544922
1754,\N,16.44930076599121,-95.09369659423828
1755,LZC,18.0016994476,-102.221000671
1756,LMM,25.6851997375,-109.081001282
1757,BJX,20.993499755900004,-101.48100280799999
1758,LAP,24.0727005005,-110.36199951200001
1759,LTO,25.989200592041016,-111.3479995727539
1760,MAM,25.7698993683,-97.5252990723
1761,MID,20.9370002747,-89.657699585
1762,MXL,32.6305999756,-115.241996765
1763,MLM,19.849899292,-101.025001526
1764,MTT,18.1033992767,-94.58070373540001
1765,LOV,26.955699920654297,-101.47000122070312
1766,MEX,19.4363,-99.072098
1767,MTY,25.7784996033,-100.107002258
1768,MZT,23.1613998413,-106.26599884
1769,NOG,31.22610092163086,-110.97599792480469
1770,NLD,27.4438991547,-99.5705032349
1771,OAX,16.9999008179,-96.72660064700001
1772,PAZ,20.6026992798,-97.4608001709
1773,PBC,19.1581001282,-98.3713989258
1774,PCA,20.07740020751953,-98.78250122070312
1775,PPE,31.356202000000003,-113.525677
1776,PDS,28.627399444580078,-100.53500366210938
1777,UPN,19.396699905395508,-102.03900146484376
1778,PVR,20.680099487304688,-105.25399780273438
1779,PXM,15.8768997192,-97.08910369870001
1780,QRO,20.6173000336,-100.18599700899999
1781,REX,26.008899688699998,-98.22850036620001
1782,SJD,23.15180015563965,-109.72100067138672
1783,SFH,30.930200576782,-114.80899810791
1784,SLP,22.254299163800006,-100.930999756
1785,TXA,19.537992000000003,-98.17349200000001
1786,\N,16.739900589,-93.17330169680001
1787,TRC,25.568300247199996,-103.41100311299999
1788,TGZ,16.5636005402,-93.02249908450001
1789,TIJ,32.541099548339844,-116.97000122070312
1790,TAM,22.2964000702,-97.86589813229999
1791,TSL,22.0382995605,-98.8065032959
1792,TLC,19.3370990753,-99.5660018921
1793,TAP,14.794300079300001,-92.3700027466
1794,CUN,21.036500930800003,-86.8770980835
1795,VSA,17.996999740600586,-92.81739807128906
1796,VER,19.145900726300003,-96.1873016357
1797,ZCL,22.8971004486,-102.68699646
1798,ZIH,17.601600647,-101.460998535
1799,ZMM,20.045000076293945,-102.2760009765625
1800,ZLO,19.144800186199998,-104.558998108
1801,\N,20.747922,-103.461709
1802,BEF,11.991000175476074,-83.77410125732422
1803,\N,12.1899995803833,-86.35389709472656
1804,\N,12.429200172424315,-86.90280151367188
1805,MGA,12.141500473022461,-86.16819763183594
1806,PUZ,14.047200202941895,-83.38670349121094
1807,BOC,9.340849876403807,-82.25080108642578
1808,CHX,9.458640098571776,-82.51679992675781
1809,DAV,8.390999794006348,-82.43499755859375
1810,BLB,8.91479,-79.599602
1811,PAC,8.973340034484863,-79.55560302734375
1812,\N,8.085599899291992,-80.94529724121094
1813,PTY,9.0713596344,-79.3834991455
1814,\N,9.163949,-83.33017099999999
1815,OTR,8.601559638977049,-82.96859741210938
1816,\N,9.98141002655,-84.7726974487
1817,\N,10.20199966430664,-83.47219848632812
1818,\N,8.916350364685059,-83.5073013305664
1819,GLF,8.654009819030763,-83.18219757080078
1820,\N,10.2172002792,-83.79699707030002
1821,LIR,10.593299865722656,-85.54440307617188
1822,\N,11.035300254821776,-84.70610046386719
1823,LIO,9.95796012878418,-83.02200317382812
1824,NOB,9.976490020750001,-85.65299987790002
1825,SJO,9.993860244750977,-84.20880126953125
1826,\N,9.732170104980467,-82.98320007324219
1827,PMZ,8.951029777526855,-83.46859741210938
1828,XQP,9.443160057067873,-84.12979888916016
1829,\N,10.288299560546877,-83.7135009765625
1830,\N,8.826109886169434,-82.95890045166016
1831,SAL,13.4409,-89.055702
1832,\N,13.69950008392334,-89.11990356445312
1833,\N,18.27109909057617,-73.78829956054688
1834,CAP,19.732999801635746,-72.1947021484375
1835,\N,18.241100311279297,-72.51850128173828
1836,PAP,18.57999992370605,-72.2925033569336
1837,BCA,20.36529922485352,-74.5062026977539
1838,BYM,20.39640045166016,-76.62139892578125
1839,AVI,22.027099609375,-78.78959655761719
1840,CCC,22.4610004425,-78.32839965820001
1841,CFG,22.149999618530273,-80.41419982910156
1842,CYO,21.616500854499996,-81.5459976196
1843,CMW,21.420299530029297,-77.84750366210938
1844,SCU,19.96980094909668,-75.83540344238281
1845,\N,21.49970054626465,-78.20279693603516
1846,\N,19.906499862671,-75.207099914551
1847,GAO,20.08530044555664,-75.1583023071289
1848,HAV,22.989200592041016,-82.40910339355469
1849,HOG,20.785600662231445,-76.31510162353516
1850,LCL,22.33609962463379,-83.64189910888672
1851,MOA,20.65390014648437,-74.92220306396484
1852,MZO,20.28809928894043,-77.08920288085938
1853,GER,21.834699630737305,-82.78379821777344
1854,UPB,23.0328006744,-82.5793991089
1855,\N,22.42140007019043,-83.67839813232422
1856,\N,22.87150001525879,-82.5093002319336
1857,SNU,22.49220085144043,-79.943603515625
1858,\N,21.5094559067,-77.02059745790002
1859,\N,21.64249992370605,-82.9551010131836
1860,\N,21.9704,-79.44270300000001
1861,VRA,23.03440093994141,-81.435302734375
1862,VTU,20.987600326538086,-76.93579864501953
1863,CYB,19.687000274658203,-79.88279724121094
1864,GCM,19.292800903299998,-81.3576965332
1865,\N,24.287700653076172,-77.68460083007812
1866,ASD,24.69790077209473,-77.79560089111328
1867,MHH,26.511400222800003,-77.08350372310001
1868,SAQ,25.053800582885746,-78.04900360107422
1869,AXP,22.441799163800006,-73.97090148930002
1870,\N,26.004600524902344,-77.39550018310547
1871,TCB,26.745300293000003,-77.3912963867
1872,CCZ,25.41710090637207,-77.88089752197266
1873,\N,25.7383003235,-77.8401031494
1874,BIM,25.6998996735,-79.2647018433
1875,GGT,23.5625991821,-75.8779983521
1876,\N,23.4666996002,-75.78170013430001
1877,ELH,25.474899291999996,-76.6835021973
1878,GHB,25.2847003937,-76.3310012817
1879,\N,24.59429931640625,-76.82019805908203
1880,RSD,24.8950787333,-76.1768817902
1881,\N,24.169099807739254,-76.43910217285156
1882,FPO,26.5587005615,-78.695602417
1883,IGA,20.975000381469727,-73.66690063476562
1884,LGI,23.179000854499996,-75.09359741210002
1885,SML,23.5823168043,-75.26862144470002
1886,MYG,22.3794994354,-73.01349639889999
1887,NAS,25.0389995575,-77.46620178219999
1888,\N,22.18180084228516,-75.72949981689453
1889,\N,23.68440055847168,-74.83619689941406
1890,ZSA,24.06329917907715,-74.52400207519531
1891,BZE,17.539100646972653,-88.30819702148438
1892,AIT,-18.830900192260746,-159.76400756835938
1893,RAR,-21.202699661300002,-159.805999756
1894,NAN,-17.755399703979492,177.4429931640625
1895,SUV,-18.04330062866211,178.5590057373047
1896,TBU,-21.241199493408203,-175.14999389648438
1897,VAV,-18.58530044555664,-173.96200561523438
1898,TRW,1.3816399574279783,173.14700317382812
1899,TBF,-1.2244700193405151,174.7760009765625
1900,WLS,-13.238300323499999,-176.19900512700002
1901,APW,-13.829999923706055,-172.00799560546875
1902,PPG,-14.3310003281,-170.710006714
1903,RUR,-22.43409919738769,-151.36099243164062
1904,TUB,-23.36540031433105,-149.5240020751953
1905,AAA,-17.35260009765625,-145.50999450683594
1906,\N,-15.819899559020994,-140.88699340820312
1907,TIH,-15.119600296020508,-148.2310028076172
1908,REA,-18.465900421142575,-136.44000244140622
1909,FAV,-16.054100036621097,-145.65699768066406
1910,XMH,-14.436800003051758,-146.07000732421875
1911,GMR,-23.07990074157715,-134.88999938964844
1912,KKR,-15.663299560546875,-146.88499450683594
1913,MKP,-16.583900451660153,-143.6580047607422
1914,PKP,-14.809499740600586,-138.81300354003906
1915,TKP,-14.709500312805176,-145.24600219726562
1916,AXR,-15.248299598693848,-146.61700439453125
1917,MVT,-14.8681001663208,-148.7169952392578
1918,TKX,-14.45580005645752,-145.02499389648438
1919,NHV,-8.795599937438965,-140.22900390625
1920,BOB,-16.444400787353516,-151.75100708007812
1921,RGI,-14.954299926757812,-147.66099548339844
1922,HUH,-16.687200546264652,-151.02200317382812
1923,MOZ,-17.489999771118164,-149.76199340820312
1924,HOI,-18.074800491333008,-140.9459991455078
1925,MAU,-16.42650032043457,-152.24400329589844
1926,RFP,-16.7229,-151.466003
1927,VLI,-17.699300765991,168.32000732422
1928,KNQ,-21.05430030822754,164.83700561523438
1929,KOC,-20.546300888061523,164.25599670410156
1930,LIF,-20.774799346923828,167.24000549316406
1931,GEA,-22.25830078125,166.47300720214844
1932,MEE,-21.4817008972168,168.03799438476562
1933,TOU,-20.790000915527344,165.25900268554688
1934,UVE,-20.640600204467773,166.572998046875
1935,NOU,-22.01460075378418,166.21299743652344
1936,AKL,-37.0080986023,174.79200744599999
1937,TUO,-38.73970031738281,176.08399963378906
1938,AMZ,-37.029701232910156,174.97300720214844
1939,CHC,-43.48939895629883,172.53199768066406
1940,CHT,-43.810001373291016,-176.45700073242188
1941,DUD,-45.9281005859375,170.197998046875
1942,GIS,-38.66329956054688,177.97799682617188
1943,\N,-43.906700134277344,170.1280059814453
1944,HKK,-42.713600158691406,170.98500061035156
1945,HLZ,-37.8666992188,175.332000732
1946,\N,-39.646702000000005,176.766998
1947,KKE,-35.26279830932617,173.91200256347656
1948,KAT,-35.06999969482422,173.28500366210938
1949,ALR,-45.21170043945313,169.3730010986328
1950,MON,-43.76499938964844,170.13299560546875
1951,TEU,-45.53310012817383,167.64999389648438
1952,MRO,-40.97330093383789,175.63400268554688
1953,NPL,-39.00859832763672,174.1790008544922
1954,NSN,-41.298301696777344,173.2209930419922
1955,IVC,-46.41239929199219,168.31300354003906
1956,\N,-40.20600128173828,175.38800048828125
1957,OAM,-44.97000122070313,171.08200073242188
1958,PMR,-40.32059860229492,175.61700439453125
1959,PPQ,-40.904701232910156,174.98899841308594
1960,ZQN,-45.0210990906,168.738998413
1961,ROT,-38.10919952392578,176.31700134277344
1962,\N,-39.4463996887207,175.6580047607422
1963,\N,-90.0,0.0
1964,TRG,-37.67190170288086,176.1959991455078
1965,TIU,-44.30279922485352,171.22500610351562
1966,\N,-44.2350006104,170.117996216
1967,BHE,-41.5182991027832,173.8699951171875
1968,\N,-77.86740112304688,167.0570068359375
1969,WKA,-44.722198486328004,169.24600219727
1970,\N,-43.5511016846,172.55299377400002
1971,WHK,-37.92060089111328,176.91400146484375
1972,WLG,-41.327201843299996,174.80499267599998
1973,\N,-39.00690078735352,177.40699768066406
1974,\N,-36.78779983520508,174.6300048828125
1975,WRE,-35.7682991027832,174.36500549316406
1976,WSZ,-41.73809814453125,171.58099365234375
1977,WAG,-39.96220016479492,175.02499389648438
1978,HEA,34.209999084472656,62.22829818725586
1979,JAA,34.39979934692383,70.49859619140625
1980,KBL,34.56589889526367,69.21230316162111
1981,KDH,31.505800247192386,65.84780120849611
1982,MMZ,35.93080139160156,64.76090240478516
1983,MZR,36.70690155029297,67.20970153808594
1984,\N,33.3913002014,62.261001586899994
1985,\N,36.75080108642578,65.91320037841797
1986,UND,36.66510009765625,68.91079711914061
1987,BAH,26.27079963684082,50.63359832763672
1988,\N,25.918399810791016,50.590599060058594
1989,AHB,18.2404003143,42.65660095210001
1990,HOF,25.28529930114746,49.48519897460938
1991,ABT,20.296100616500002,41.6343002319
1992,BHH,19.984399795532227,42.62089920043945
1993,\N,25.91130065917969,49.59120178222656
1994,DMM,26.471200942993164,49.79790115356445
1995,DHA,26.265399932900003,50.1520004272
1996,GIZ,16.901100158691403,42.58580017089844
1997,ELQ,26.30279922485352,43.77439880371094
1998,URY,31.412413,37.278898
1999,HAS,27.437901,41.686298
2000,\N,27.03899955749512,49.40510177612305
2001,\N,21.348100662231445,39.17300033569336
2002,JED,21.6796,39.156502
2003,HBT,27.9009,45.528197999999996
2004,MED,24.55340003967285,39.7051010131836
2005,EAM,17.611400604248047,44.4192008972168
2006,AQI,28.335199,46.125099
2007,\N,25.17449951171875,47.48839950561523
2008,\N,24.71030044555664,44.964500427246094
2009,\N,24.1072998046875,41.0359992980957
2010,\N,22.702600479125977,39.069801330566406
2011,RAH,29.626399993896484,43.4906005859375
2012,RUH,24.957599639892575,46.69879913330078
2013,\N,28.079599380493164,48.611000061035156
2014,RAE,30.90660095214844,41.13819885253906
2015,\N,26.723100662231445,50.030799865722656
2016,SHW,17.466899871826172,47.12139892578125
2017,SLF,20.46470069885254,45.61959838867188
2018,TUU,28.3654,36.6189
2019,TIF,21.483001,40.543442
2020,\N,25.21299934387207,46.64099884033203
2021,\N,27.86779975891113,48.76910018920898
2022,TUI,31.692188,38.731544
2023,EJH,26.19860076904297,36.47639846801758
2024,YNB,24.144199,38.0634
2025,ABD,30.371099471999997,48.2282981873
2026,\N,32.434399,48.397597999999995
2027,\N,30.7444,49.6772
2028,\N,30.337600708000004,50.827999115
2029,QMJ,32.00239944458008,49.27040100097656
2030,\N,30.8351993560791,49.5349006652832
2031,MRX,30.55620002746582,49.15190124511719
2032,AWZ,31.3374004364,48.7620010376
2033,\N,25.87569999694824,55.03300094604492
2034,BUZ,28.944799423200003,50.834598541300004
2035,\N,27.21269989013672,54.31859970092773
2036,\N,27.4814,52.615501
2037,KIH,26.526199340799998,53.9802017212
2038,BDH,26.531999588,54.82479858399999
2039,\N,29.26029968261719,50.32389831542969
2040,\N,25.908899307250977,54.53939819335938
2041,\N,26.81030082702637,53.356300354003906
2042,KSH,34.3459014893,47.1581001282
2043,SDG,35.24589920043945,47.00920104980469
2044,\N,32.92890167236328,51.56110000610352
2045,\N,32.567001342773445,51.69160079956055
2046,\N,33.895301818847656,51.57699966430664
2047,IFN,32.75080108642578,51.86130142211914
2048,\N,32.62110137939453,51.696998596191406
2049,RAS,37.323333,49.617778
2050,\N,34.13809967041016,49.8473014831543
2051,\N,35.95209884643555,50.45080184936523
2052,\N,34.98400115966797,50.80619812011719
2053,\N,35.702999114990234,51.47510147094727
2054,\N,35.644798278808594,51.38069915771485
2055,THR,35.68920135498047,51.31340026855469
2056,\N,36.240101,50.0471
2057,\N,35.77629852294922,50.88100051879883
2058,BND,27.218299865722656,56.37779998779297
2059,\N,28.7269001007,57.67029953
2060,KER,30.2744007111,56.9510993958
2061,\N,27.158300399780273,56.17250061035156
2062,\N,26.754600524902344,55.90240097045898
2063,\N,29.550899505615234,55.67269897460938
2064,XBJ,32.898101806640625,59.2661018371582
2065,\N,36.50120162963867,61.06489944458008
2066,\N,36.4253005981,55.1041984558
2067,\N,33.6678009033,56.892700195299994
2068,\N,37.3833007812,55.451999664300004
2069,RZR,36.9099006652832,50.67959976196289
2070,\N,28.89179992675781,53.72330093383789
2071,\N,28.5867004395,53.5791015625
2072,\N,27.3726997375,53.18880081179999
2073,SYZ,29.53919982910156,52.58980178833008
2074,\N,38.4275016784668,44.97359848022461
2075,TBZ,38.1338996887207,46.23500061035156
2076,\N,36.773700714099995,48.3594017029
2077,AZD,31.904899597199996,54.2765007019
2078,ACZ,31.09830093383789,61.54389953613281
2079,ZBR,25.443300247199996,60.382099151599995
2080,ZAH,29.47570037841797,60.90620040893555
2081,\N,27.2360992432,60.7200012207
2082,\N,27.419300079345703,62.31579971313477
2083,AMM,31.7226009369,35.9931983948
2084,ADJ,31.972700119018555,35.991600036621094
2085,AQJ,29.61160087585449,35.01810073852539
2086,\N,32.160702,37.149399
2087,\N,31.864700317382997,35.219200134277
2088,OMF,32.3564,36.259201000000004
2089,KWI,29.226600646972656,47.96889877319336
2090,BEY,33.820899963378906,35.488399505615234
2091,\N,34.589298248291016,36.01129913330078
2092,AUH,24.433000564575195,54.651100158691406
2093,AZI,24.428300857543945,54.45809936523438
2094,\N,24.07399940490723,52.463600158691406
2095,\N,24.18740081787109,52.61399841308594
2096,\N,24.248199462900004,54.5476989746
2097,\N,24.780500411987305,52.55989837646485
2098,\N,25.14620018005371,52.87369918823242
2099,\N,24.862491607666016,53.07714080810547
2100,DXB,25.252799987800003,55.3643989563
2101,FJR,25.112199783325195,56.32400131225586
2102,RKT,25.61350059509277,55.93880081176758
2103,SHJ,25.32859992980957,55.5172004699707
2104,KHS,26.17099952697754,56.2406005859375
2105,MSH,20.67539978027344,58.89049911499024
2106,MCT,23.593299865722656,58.284400939941406
2107,SLL,17.038700103759766,54.09130096435547
2108,TTH,17.666000366210938,54.02460098266602
2109,\N,32.056098938000005,72.94840240479999
2110,LYP,31.364999771118164,72.99479675292969
2111,GWD,25.23329925537109,62.32949829101562
2112,GIL,35.918800354003906,74.33360290527344
2113,\N,28.28420066833496,68.44969940185547
2114,KHI,24.9065,67.160797
2115,LHE,31.5216007232666,74.40360260009766
2116,\N,31.494800567626953,74.34619903564453
2117,\N,33.050098419189446,73.63839721679688
2118,MFG,34.339000701904304,73.50859832763672
2119,\N,32.563098907470696,71.5707015991211
2120,MJD,27.3351993560791,68.14309692382811
2121,\N,24.89360046386719,66.93879699707031
2122,MUX,30.20319938659668,71.41909790039062
2123,WNS,26.2194,68.39009899999999
2124,\N,30.740999221800003,73.3576965332
2125,PJG,26.954500198364254,64.13249969482422
2126,PSI,25.29050064086914,63.34510040283203
2127,PEW,33.993900299072266,71.51460266113281
2128,\N,33.56019973754883,73.033203125
2129,UET,30.251399993896484,66.93779754638672
2130,RYK,28.383899688720703,70.27960205078125
2131,ISB,33.61669921875,73.09919738769531
2132,\N,34.081100463867195,71.97260284423828
2133,RAZ,33.84970092773437,73.79810333251953
2134,SKZ,27.72200012207031,68.79170227050781
2135,SDT,34.8135986328125,72.35279846191406
2136,SUL,28.645099639892575,69.17690277099611
2137,BDN,24.84149932861328,68.83840179443361
2138,\N,32.304698944091804,69.57039642333984
2139,PZH,31.358400344848636,69.46360015869139
2140,BSR,30.54910087585449,47.66210174560547
2141,ALP,36.18069839477539,37.22439956665039
2142,DAM,33.4114990234375,36.51559829711914
2143,DEZ,35.285400390625,40.17599868774414
2144,LTK,35.401100158691406,35.948699951171875
2145,PMS,34.5574,38.316897999999995
2146,\N,25.261100769000002,51.565101623500006
2147,CIS,-2.7681200504300003,-171.710006714
2148,ROP,14.17430019378662,145.2429962158203
2149,SPN,15.119000434899998,145.729003906
2150,UAM,13.584000000000001,144.929993
2151,GUM,13.4834003448,144.796005249
2152,TIQ,14.999199867248535,145.61900329589844
2153,MAJ,7.064760208129883,171.27200317382812
2154,\N,9.396889686580002,167.470993042
2155,KWA,8.720120429992676,167.73199462890625
2156,CXI,1.9861600399017332,-157.35000610351562
2157,MDY,28.20170021057129,-177.38099670410156
2158,TKK,7.461870193481445,151.84300231933594
2159,PNI,6.985099792480469,158.20899963378906
2160,ROR,7.367650032043457,134.54400634765622
2161,KSA,5.35698,162.957993
2162,YAP,9.49891,138.082993
2163,KNH,24.42790031433105,118.35900115966795
2164,\N,22.672399520874023,120.46199798583984
2165,\N,24.85510063171387,121.23799896240234
2166,TTT,22.7549991607666,121.10199737548828
2167,GNI,22.67390060424805,121.46600341796876
2168,KHH,22.57710075378418,120.3499984741211
2169,CYI,23.46179962158203,120.39299774169922
2170,KYD,22.027000427246094,121.53500366210938
2171,RMQ,24.26469993591309,120.62100219726562
2172,TNN,22.95039939880371,120.20600128173828
2173,\N,24.818000793499998,120.93900299100001
2174,MZG,23.568700790405273,119.62799835205078
2175,\N,22.793100357055664,121.18199920654295
2176,PIF,22.700199127197266,120.48200225830078
2177,TSA,25.06940078735352,121.552001953125
2178,TPE,25.0777,121.233002
2179,WOT,23.367372512817386,119.50277709960938
2180,HUN,24.02309989929199,121.61799621582031
2181,NRT,35.764701843299996,140.386001587
2182,MMJ,36.16680145263672,137.92300415039062
2183,IBR,36.181098938000005,140.414993286
2184,\N,24.289699554400002,153.979003906
2185,IWO,24.78400039672852,141.322998046875
2186,SHM,33.6622009277,135.363998413
2187,\N,34.59080123901367,133.93299865722656
2188,OBO,42.7332992554,143.216995239
2189,CTS,42.77519989013672,141.69200134277344
2190,HKD,41.7700004578,140.822006226
2191,SPK,42.79449844359999,141.666000366
2192,MMB,43.880599975600006,144.164001465
2193,SHB,43.5774993896,144.960006714
2194,\N,42.89049911499024,143.1580047607422
2195,WKJ,45.4042015076,141.80099487299998
2196,IKI,33.7490005493,129.785003662
2197,UBJ,33.930000305200004,131.279006958
2198,TSJ,34.2849006653,129.33099365200002
2199,MBE,44.303901672399995,143.404006958
2200,AKJ,43.670799255371094,142.44700622558594
2201,OIR,42.0717010498,139.432998657
2202,RIS,45.24200057979999,141.186004639
2203,\N,33.88309860229492,130.65299987792972
2204,KUM,30.3855991364,130.65899658200001
2205,FUJ,32.66630172729492,128.83299255371094
2206,FUK,33.585899353027344,130.45100402832028
2207,TNE,30.6051006317,130.990997314
2208,KOJ,31.80340003967285,130.718994140625
2209,KMI,31.877199173,131.44900512700002
2210,\N,32.08359909057617,131.45100402832028
2211,OIT,33.479400634799994,131.736999512
2212,KKJ,33.8459014893,131.035003662
2213,KMJ,32.83729934692383,130.85499572753906
2214,NGS,32.916900634799994,129.914001465
2215,\N,31.36759948730469,130.84500122070312
2216,\N,33.6850013733,131.039993286
2217,ASJ,28.430599212646484,129.71299743652344
2218,\N,27.4255008698,128.701004028
2219,TKN,27.83639907836914,128.88099670410156
2220,\N,36.142799377399996,136.223999023
2221,\N,35.394100189208984,136.8699951171875
2222,\N,34.750198364257805,137.7030029296875
2223,KMQ,36.39459991455078,136.40699768066406
2224,OKI,36.18109893798828,133.32499694824222
2225,TOY,36.64830017089844,137.18800354003906
2226,\N,34.812801361083984,138.29800415039062
2227,HIJ,34.4361000061,132.91900634799998
2228,OKJ,34.7569007874,133.854995728
2229,IZO,35.4136009216,132.88999939
2230,\N,34.034698486328125,131.54899597167972
2231,YGJ,35.4921989440918,133.23599243164062
2232,KCZ,33.5461006165,133.66900634799998
2233,MYJ,33.82720184326172,132.69999694824222
2234,ITM,34.785499572753906,135.43800354003906
2235,TTJ,35.530101776100004,134.167007446
2236,TKS,34.1328010559,134.60699462899998
2237,TAK,34.214199066199996,134.01600647
2238,\N,34.596298217773445,135.60299682617188
2239,\N,34.045299530029304,131.052001953125
2240,AOJ,40.73469924926758,140.69099426269528
2241,GAJ,38.4118995667,140.371002197
2242,SDS,38.0601997375,138.414001465
2243,\N,40.556400299072266,141.46600341796875
2244,HNA,39.4286003112793,141.13499450683594
2245,AXT,39.6156005859375,140.218994140625
2246,MSJ,40.7032012939,141.367996216
2247,SDJ,38.139701843299996,140.917007446
2248,\N,38.4048995972,141.220001221
2249,\N,35.4546012878418,139.44999694824222
2250,\N,34.987099,139.828995
2251,HAC,33.1150016785,139.785995483
2252,\N,35.84189987182617,139.41099548339844
2253,\N,35.39830017089844,139.91000366210938
2254,\N,35.79890060424805,140.01100158691406
2255,OIM,34.7820014954,139.36000061
2256,\N,35.5138015747,139.393997192
2257,HND,35.552299,139.779999
2258,OKO,35.74850082397461,139.34800720214844
2259,KWJ,35.1263999939,126.808998108
2260,CHN,35.87839889526367,127.12000274658205
2261,RSU,34.842300415039055,127.61699676513672
2262,SHO,38.1426010131836,128.5989990234375
2263,KAG,37.753601074200006,128.944000244
2264,CJU,33.51129913330078,126.49299621582031
2265,\N,35.14120101928711,128.69599914550778
2266,PUS,35.1795005798,128.93800354
2267,USN,35.59349823,129.352005005
2268,\N,36.96220016479492,127.03099822998048
2269,SSN,37.44580078125,127.11399841308594
2270,OSN,37.090599,127.029999
2271,GMP,37.5583000183,126.791000366
2272,SWU,37.23939895629883,127.00700378417969
2273,KPO,35.987899780300005,129.419998169
2274,TAE,35.8941001892,128.65899658200001
2275,YEC,36.631900787354,128.35499572754
2276,OKA,26.1958007812,127.64600372299999
2277,\N,26.725757598876953,127.76490020751952
2278,DNA,26.3556,127.76799799999999
2279,ISG,24.344499588,124.18699646
2280,UEO,26.36350059509277,126.71399688720705
2281,MMD,25.8465003967,131.263000488
2282,MMY,24.7828006744,125.294998169
2283,KTD,25.9447002411,131.32699585
2284,SHI,24.8267002106,125.144996643
2285,\N,24.6539001465,124.67500305200001
2286,RNJ,27.0440006256,128.40199279799998
2287,OGN,24.466899871826172,122.97799682617188
2288,MNL,14.5086,121.019997
2289,CBO,7.165239810943604,124.20999908447266
2290,CGY,8.41562,124.611
2291,PAG,7.830731447869999,123.461179733
2292,GES,6.058000087740001,125.096000671
2293,ZAM,6.922420024871826,122.05999755859376
2294,BAG,16.375099182128903,120.62000274658205
2295,\N,14.129199981689453,122.9800033569336
2296,\N,14.986499786376953,120.49299621582031
2297,\N,16.034799575805664,120.24099731445312
2298,SJI,12.361499786399998,121.04699707
2299,\N,13.954999923706055,121.125
2300,\N,13.208100318908693,120.6050033569336
2301,\N,17.555299758911133,120.3560028076172
2302,\N,15.7298002243,121.5
2303,\N,16.619199752807614,121.2519989013672
2304,TAC,11.2276000977,125.02799987799999
2305,BCD,10.7764,123.014999
2306,DGT,9.3337097168,123.30000305200001
2307,MPH,11.9245,121.954002
2308,\N,11.0354995728,125.741996765
2309,ILO,10.833017,122.493358
2310,KLO,11.679400444,122.375999451
2311,PPS,9.742119789123537,118.75900268554688
2312,\N,10.765999794,121.93299865700001
2313,COC,-31.2969,-57.9966
2314,GHU,-33.0103,-58.6131
2315,\N,-34.5459,-60.9306
2316,PRA,-31.7948,-60.4804
2317,ROS,-32.9036,-60.785
2318,SFN,-31.7117,-60.8117
2319,AEP,-34.5592,-58.4156
2320,COR,-31.323600769000002,-64.2080001831
2321,\N,-30.34530067,-66.29360198
2322,\N,-34.4532,-58.5896
2323,\N,-34.5606,-58.7896
2324,LPG,-34.9722,-57.8947
2325,\N,-34.6763,-58.6428
2326,\N,-34.6099,-58.6126
2327,\N,-37.444698333699996,-70.2225036621
2328,\N,-39.0007019043,-67.6204986572
2329,MDZ,-32.831699371300004,-68.7929000854
2330,LGS,-35.493598938000005,-69.5743026733
2331,AFA,-34.588299,-68.4039
2332,CTC,-28.5956001282,-65.751701355
